Time,Annotation,Vector-4,,,,Head,,,ChinCenter,,,MouthLowerlipMidbottom,,,MouthLowerlipMidtop,,,NoseBottom,,,NoseTip,,,MouthUpperlipMidtop,,,NoseTop,,,ForeheadCenter,,,MouthLeftcorner,,,LefteyebrowOuter,,,NoseTopleft,,,NoseBottomleft,,,LefteyeInnercorner,,,LefteyebrowCenter,,,LefteyeMidtop,,,LefteyebrowInner,,,LeftcheekCenter,,,Leftcheekbone,,,LefteyeOutercorner,,,Rightcheekbone,,,MouthRightcorner,,,RighteyeMidtop,,,RighteyebrowOuter,,,NoseTopright,,,NoseBottomright,,,RighteyebrowInner,,,RighteyeInnercorner,,,RighteyebrowCenter,,,RightcheekCenter,,,MouthUpperlipMidbottom,,,RighteyeMidbottom,,,LefteyeMidbottom,,,RighteyeOutercorner,,,LowerjawLeftend,,,LowerjawRightend,,,
T,A,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
21:41:25,,0.9420931,0.1905871,0.2663749,-0.07198225,-0.05781192,0.1499958,0.9175637,-0.109785,0.1578681,0.8291351,-0.1109142,0.1826529,0.827634,-0.1098177,0.1932174,0.8296984,-0.1047857,0.2172138,0.8379148,-0.1071407,0.2354314,0.8330268,-0.1097447,0.2047052,0.8305566,-0.0879187,0.2614313,0.8622573,-0.07739341,0.3025372,0.8763345,-0.123149,0.1914612,0.8513744,-0.1245052,0.2573688,0.9162043,-0.09604137,0.2501753,0.873319,-0.1139446,0.2162493,0.8543031,-0.09878507,0.2516399,0.8841814,-0.1149186,0.2737166,0.8951466,-0.1082806,0.2567147,0.887159,-0.09944092,0.2697931,0.8771958,-0.1386312,0.199861,0.8962793,-0.132483,0.2299127,0.9017985,-0.1192318,0.2509867,0.9010951,-0.03464238,0.2257462,0.8405223,-0.08564612,0.1891442,0.8278375,-0.05751765,0.2536569,0.8550414,-0.02356177,0.2526445,0.8533256,-0.07495354,0.2492829,0.8601858,-0.08612189,0.2150051,0.8368402,-0.06921391,0.2684192,0.8583396,-0.06405471,0.2496249,0.86228,-0.04566428,0.2702668,0.8514501,-0.03741462,0.1954992,0.8331326,-0.1106988,0.1952126,0.8296865,-0.05719096,0.2469303,0.8540877,-0.1096195,0.2499422,0.8871629,-0.03998918,0.2473785,0.8518352,-0.1275739,0.1542356,0.9177241,-0.02494517,0.1500943,0.8554212,
